"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Sasaki, Roki",808963,"LAD","FF","4-Seam Fastball",-3.5,-8,"229",42.2,"66","0.382","0.727","0.508",17.8,7.6,10.6,"0.35","0.658","0.472",58
"Cabrera, Edward",665795,"CHC","CH","Changeup",1.7,4,"214",33.6,"66","0.222","0.238","0.242",32.8,27.3,24.7,"0.239","0.328","0.265",37.8
"Bello, Brayan",678394,"BOS","SI","Sinker",-2.5,-5,"221",43.8,"66","0.423","0.558","0.476",15.6,6.1,10.3,"0.354","0.563","0.448",46.9
"Cantillo, Joey",676282,"CLE","FF","4-Seam Fastball",-1.3,-4,"265",44.9,"66","0.268","0.518","0.388",13.3,13.6,16.7,"0.251","0.526","0.384",51.1
"Harrison, Kyle",690986,"MIL","FF","4-Seam Fastball",1,3,"303",58.4,"65","0.25","0.357","0.324",29.8,33.8,20.6,"0.235","0.371","0.321",35.3
"Burke, Sean",680732,"CWS","FF","4-Seam Fastball",1.9,4,"231",37,"65","0.203","0.322","0.263",21.3,29.2,18.4,"0.221","0.377","0.289",36.6
"Matz, Steven",571927,"TB","SI","Sinker",-1.4,-4,"291",48.4,"65","0.291","0.582","0.418",20.8,13.8,11.7,"0.297","0.526","0.404",43.5
"Imanaga, Shota",684007,"CHC","FS","Split-Finger",2.7,6,"223",34.6,"65","0.129","0.242","0.195",43.9,33.8,26.2,"0.166","0.24","0.199",25
"Chandler, Bubba",696149,"PIT","FF","4-Seam Fastball",-1.5,-4,"281",55.4,"65","0.204","0.429","0.386",21.5,16.9,12.9,"0.246","0.485","0.406",47.4
"Mahle, Tyler",641816,"SF","FF","4-Seam Fastball",-0.7,-2,"298",48.1,"64","0.264","0.547","0.402",22.1,29.7,27.1,"0.251","0.478","0.376",44.1
"Mattson, Isaac",676755,"PIT","FF","4-Seam Fastball",2.1,5,"241",82.3,"64","0.185","0.185","0.239",17.8,15.6,12.5,"0.286","0.466","0.369",46.7
"Holmes, Grant",656550,"ATL","FF","4-Seam Fastball",1.7,4,"215",37.3,"64","0.218","0.382","0.308",15.7,9.4,16.2,"0.276","0.494","0.374",50
"Baz, Shane",669358,"BAL","CU","Curveball",-1.7,-4,"220",33,"64","0.339","0.525","0.375",28.4,25,18.8,"0.277","0.433","0.322",46.7
"Kirby, George",669923,"SEA","FF","4-Seam Fastball",2,4,"221",34.4,"63","0.186","0.305","0.242",22.4,17.5,16.4,"0.231","0.369","0.286",45.8
"López, Reynaldo",625643,"ATL","FF","4-Seam Fastball",2,4,"222",53,"63","0.196","0.393","0.313",12.1,20.6,23.6,"0.24","0.432","0.332",37.2
"Sale, Chris",519242,"ATL","FF","4-Seam Fastball",0.8,2,"255",39.6,"63","0.196","0.411","0.305",21.3,28.6,21.7,"0.233","0.439","0.331",47.4
"Rea, Colin",607067,"CHC","FF","4-Seam Fastball",0.6,1,"222",40.3,"63","0.316","0.421","0.341",14.8,14.3,12.7,"0.289","0.47","0.343",50
"McLean, Nolan",690997,"NYM","SI","Sinker",3.1,7,"234",36.6,"63","0.186","0.254","0.224",19.6,28.6,36,"0.199","0.282","0.238",34.1
"Vásquez, Randy",681190,"SD","FF","4-Seam Fastball",1.4,3,"195",31,"61","0.17","0.264","0.25",21.2,24.6,18.5,"0.221","0.367","0.306",42.5
"Liberatore, Matthew",669461,"STL","FF","4-Seam Fastball",-0.5,-1,"207",34.9,"61","0.296","0.5","0.37",8.7,9.8,12.2,"0.34","0.604","0.425",55.1
"Cecconi, Slade",677944,"CLE","FF","4-Seam Fastball",0.2,0,"211",35,"60","0.273","0.527","0.357",21.7,21.7,22.4,"0.315","0.654","0.421",51.2
"deGrom, Jacob",594798,"TEX","FF","4-Seam Fastball",1.6,4,"248",47.7,"60","0.232","0.393","0.296",25.2,23.3,23.7,"0.267","0.536","0.361",52.4
"Roupp, Landen",694738,"SF","SI","Sinker",2.6,7,"255",38.6,"60","0.163","0.204","0.257",11.9,16.7,27,"0.224","0.273","0.299",27.5
"Skubal, Tarik",669373,"DET","FF","4-Seam Fastball",0.7,2,"244",39,"60","0.281","0.456","0.323",21.1,23.3,20.6,"0.298","0.452","0.331",36.4
"Detmers, Reid",672282,"LAA","SL","Slider",1.3,3,"223",33.4,"60","0.22","0.237","0.228",33.9,35,22.3,"0.184","0.224","0.186",23.7
"Rocker, Kumar",677958,"TEX","SI","Sinker",-2.2,-4,"185",38.9,"59","0.353","0.49","0.442",14.3,5.1,13.6,"0.307","0.49","0.39",52.1
"Imanaga, Shota",684007,"CHC","FF","4-Seam Fastball",0.7,2,"271",42,"59","0.218","0.418","0.297",16.1,22,16.9,"0.278","0.519","0.361",61.9
"Suarez, Ranger",624133,"BOS","SI","Sinker",2.4,4,"162",28.2,"59","0.212","0.231","0.257",11.6,16.9,27,"0.29","0.365","0.333",35.7
"Gausman, Kevin",592332,"TOR","FS","Split-Finger",1.1,3,"255",40.9,"59","0.158","0.263","0.204",40.5,32.2,19.4,"0.214","0.278","0.221",30.8
"Fedde, Erick",607200,"CWS","ST","Sweeper",3.2,6,"199",38.3,"59","0.115","0.192","0.175",23.4,22,17.6,"0.157","0.282","0.231",31.7
"Warren, Will",701542,"NYY","FF","4-Seam Fastball",0.6,1,"252",40.9,"59","0.222","0.426","0.31",22.7,33.9,23.3,"0.21","0.412","0.3",52.9
"Alcantara, Sandy",645261,"MIA","SI","Sinker",1.8,3,"149",22.2,"59","0.275","0.314","0.32",10.5,6.8,13.8,"0.284","0.376","0.342",38.3
"Wacha, Michael",608379,"KC","FF","4-Seam Fastball",1.5,3,"184",28.7,"59","0.17","0.264","0.239",20.5,16.9,18.5,"0.262","0.502","0.361",34.9
"Ober, Bailey",641927,"MIN","CH","Changeup",-0.2,-1,"211",34.9,"58","0.173","0.327","0.278",23.3,13.8,10.8,"0.238","0.376","0.309",22.7
"Peterson, David",656849,"NYM","SI","Sinker",-1.7,-3,"177",31.7,"58","0.381","0.524","0.454",9,3.4,18.2,"0.424","0.624","0.524",64.3
"Márquez, Germán",608566,"SD","FF","4-Seam Fastball",-1.5,-3,"189",37.7,"57","0.283","0.5","0.404",14.8,12.3,12.5,"0.296","0.565","0.429",51.3
"Cease, Dylan",656302,"TOR","SL","Slider",3.3,7,"208",29.4,"57","0.096","0.096","0.16",47.4,40.4,24.7,"0.173","0.197","0.204",20
"Martinez, Nick",607259,"TB","SI","Sinker",3.4,6,"189",32.1,"57","0.208","0.226","0.217",4.6,21.1,24,"0.255","0.37","0.288",38.1
"Bassitt, Chris",605135,"BAL","SI","Sinker",-1.8,-4,"200",37.5,"57","0.388","0.551","0.437",14,10.5,13.6,"0.304","0.451","0.372",45.5
"Detmers, Reid",672282,"LAA","FF","4-Seam Fastball",-1,-3,"264",39.6,"56","0.3","0.52","0.386",18.9,16.1,11.1,"0.275","0.416","0.339",58.5
"Soriano, José",667755,"LAA","SI","Sinker",2.1,5,"216",28.7,"56","0.184","0.245","0.273",26.9,10.7,18.2,"0.276","0.471","0.367",41.9
"Bradish, Kyle",680694,"BAL","SI","Sinker",-1.1,-2,"192",30.1,"56","0.283","0.457","0.373",11.4,23.2,19.7,"0.244","0.493","0.37",41.2
"Keller, Mitch",656605,"PIT","FF","4-Seam Fastball",4.3,9,"215",34.9,"56","0.137","0.157","0.181",20.5,12.5,13.2,"0.279","0.412","0.332",43.2
"Paddack, Chris",663978,"MIA","CH","Changeup",-0.2,0,"155",26.5,"56","0.245","0.358","0.317",27.1,25,21.5,"0.247","0.381","0.292",48.7
"Woodruff, Brandon",605540,"MIL","FF","4-Seam Fastball",1.5,3,"176",42.4,"55","0.146","0.313","0.26",24.5,30.9,23.9,"0.173","0.345","0.267",28.1
"Hancock, Emerson",676106,"SEA","SI","Sinker",2.5,4,"160",24.7,"55","0.28","0.38","0.331",10.5,9.1,15.6,"0.321","0.475","0.376",46.7
"Webb, Logan",657277,"SF","CH","Changeup",0.1,0,"158",23.6,"55","0.25","0.308","0.275",30.2,30.9,22.4,"0.255","0.347","0.284",34.3
"Matz, Steven",571927,"TB","CH","Changeup",1.7,3,"182",30.3,"55","0.137","0.235","0.185",28.9,25.5,17.1,"0.217","0.334","0.257",23.7
"Ohtani, Shohei",660271,"LAD","FF","4-Seam Fastball",3.6,8,"212",44.8,"55","0.137","0.176","0.195",26.9,27.3,25.9,"0.194","0.29","0.244",47.2
"Luzardo, Jesús",666200,"PHI","ST","Sweeper",1.1,3,"244",36.3,"55","0.192","0.25","0.222",49.5,50.9,33.7,"0.178","0.245","0.212",16.7
"Sheehan, Emmet",686218,"LAD","SL","Slider",2.4,4,"176",33,"55","0.176","0.333","0.238",44.2,38.2,34.4,"0.201","0.346","0.256",35.5
"Boyd, Matthew",571510,"CHC","FF","4-Seam Fastball",-0.9,-2,"219",50.9,"54","0.347","0.49","0.411",24,25.9,18.9,"0.293","0.52","0.376",71.4
"Harris, Hogan",663687,"ATH","FF","4-Seam Fastball",0.5,1,"205",56.3,"54","0.22","0.341","0.339",21,18.5,18.2,"0.193","0.267","0.31",21.9
"Rodriguez, Eduardo",593958,"AZ","CH","Changeup",1.8,3,"175",31.7,"54","0.216","0.255","0.235",17.7,9.3,11.1,"0.265","0.365","0.296",28.3
"Mahle, Tyler",641816,"SF","FS","Split-Finger",-0.6,-1,"158",25.5,"54","0.275","0.373","0.293",23.2,22.2,17.1,"0.247","0.374","0.278",30
"Leiter, Jack",683004,"TEX","FF","4-Seam Fastball",1.5,4,"268",41.1,"54","0.184","0.306","0.255",27.3,25.9,17.7,"0.214","0.39","0.298",42.9
"Svanson, Matt",694335,"STL","SI","Sinker",-2.3,-4,"171",51.4,"53","0.364","0.568","0.452",14.7,15.1,21.6,"0.346","0.507","0.424",58.3
"Nola, Aaron",605400,"PHI","CU","Curveball",2.7,5,"196",30.6,"53","0.173","0.269","0.217",39.8,37.7,28.2,"0.169","0.224","0.18",21.9
"Lowder, Rhett",695076,"CIN","SI","Sinker",2.3,4,"181",30.6,"53","0.234","0.298","0.309",7.9,13.2,22.6,"0.338","0.53","0.41",50
"Rogers, Trevor",669432,"BAL","FF","4-Seam Fastball",-0.3,-1,"228",42.5,"53","0.298","0.447","0.381",21.6,15.1,11.3,"0.25","0.46","0.346",35.9
"Gallen, Zac",668678,"AZ","FF","4-Seam Fastball",1.2,3,"214",37.2,"53","0.292","0.333","0.304",5.3,11.3,13.3,"0.332","0.485","0.372",51.2
"Cavalli, Cade",676917,"WSH","FF","4-Seam Fastball",-2.5,-5,"201",35,"53","0.4","0.578","0.452",19.8,20.8,18.6,"0.28","0.437","0.356",34.3
"Weiss, Ryan",680802,"HOU","FF","4-Seam Fastball",-5,-10,"196",37,"52","0.409","0.886","0.56",15.6,17.3,16.1,"0.343","0.707","0.483",54.3
"Holmes, Grant",656550,"ATL","SL","Slider",0.2,0,"216",37.5,"52","0.196","0.37","0.292",49.5,38.5,25.6,"0.189","0.358","0.286",34.6
"Painter, Andrew",691725,"PHI","FF","4-Seam Fastball",-0.5,-1,"204",38.3,"52","0.36","0.48","0.38",7,5.8,5.8,"0.312","0.481","0.355",31.9
"Mlodzinski, Carmen",669387,"PIT","FS","Split-Finger",1.9,3,"171",28.2,"52","0.184","0.265","0.223",33.7,30.8,23.5,"0.224","0.313","0.259",36.4
"King, Michael",650633,"SD","CH","Changeup",1.4,2,"176",27.2,"52","0.213","0.277","0.247",28,15.4,17,"0.246","0.341","0.288",32.5
"Hancock, Emerson",676106,"SEA","FF","4-Seam Fastball",1.4,3,"234",36.2,"52","0.196","0.529","0.306",29.9,42.3,23.9,"0.222","0.568","0.334",58.6
"Junk, Janson",676083,"MIA","FF","4-Seam Fastball",0,0,"180",30.9,"51","0.25","0.364","0.343",15.9,21.6,16.7,"0.232","0.356","0.313",39.4
"Glasnow, Tyler",607192,"LAD","CU","Curveball",0.7,1,"174",30,"51","0.083","0.188","0.147",50,56.9,32.6,"0.081","0.133","0.127",42.1
"Roupp, Landen",694738,"SF","CU","Curveball",1.6,3,"190",28.8,"51","0.191","0.255","0.235",33.3,39.2,30.8,"0.178","0.223","0.215",14.8
"Rodriguez, Eduardo",593958,"AZ","FF","4-Seam Fastball",0.9,2,"206",37.3,"50","0.167","0.357","0.314",21.8,26,20,"0.229","0.397","0.335",44.8
"Ginn, J.T.",669372,"ATH","SI","Sinker",2.4,4,"167",35.1,"50","0.19","0.286","0.271",22.5,22,28.2,"0.22","0.357","0.307",40.6
"Luzardo, Jesús",666200,"PHI","FF","4-Seam Fastball",-1.6,-3,"177",26.3,"50","0.304","0.522","0.381",19.8,24,18.5,"0.236","0.389","0.301",29.4
"Baz, Shane",669358,"BAL","FF","4-Seam Fastball",-2.4,-5,"219",32.9,"50","0.341","0.659","0.443",22.2,18,18,"0.292","0.493","0.382",35.3
"Fried, Max",608331,"NYY","SI","Sinker",2.9,5,"172",22.6,"50","0.196","0.239","0.236",17.7,12,20,"0.202","0.259","0.24",36.6
"Irvin, Jake",663623,"WSH","FF","4-Seam Fastball",0.9,2,"178",28.8,"50","0.154","0.179","0.301",25,30,20,"0.179","0.311","0.332",54.2
"Bradish, Kyle",680694,"BAL","SL","Slider",-1.4,-3,"208",32.6,"50","0.25","0.477","0.354",30.5,30,23.1,"0.211","0.34","0.291",34.5
"Alcantara, Sandy",645261,"MIA","FF","4-Seam Fastball",0.3,0,"150",22.4,"49","0.267","0.378","0.333",17.7,14.3,20.6,"0.239","0.382","0.302",39.5
"Soriano, José",667755,"LAA","FF","4-Seam Fastball",-1.1,-2,"187",24.9,"49","0.268","0.512","0.391",20.3,24.5,21.8,"0.266","0.573","0.41",51.7
"Wrobleski, Justin",680736,"LAD","SL","Slider",1.9,3,"178",34.4,"49","0.111","0.156","0.196",18.1,12.2,10,"0.244","0.39","0.321",46.2
"Mlodzinski, Carmen",669387,"PIT","FF","4-Seam Fastball",-1.9,-3,"164",27.1,"49","0.35","0.525","0.441",16.9,26.5,30.2,"0.259","0.477","0.376",71.4
"Rasmussen, Drew",656876,"TB","FC","Cutter",2.8,5,"174",35.4,"49","0.111","0.2","0.201",22.9,22.4,18.3,"0.181","0.257","0.217",20
"Bibee, Tanner",676440,"CLE","FC","Cutter",-1.4,-3,"201",29,"49","0.295","0.568","0.413",37.5,22.4,15.7,"0.296","0.517","0.397",54.5
"Yamamoto, Yoshinobu",808967,"LAD","FS","Split-Finger",1.5,3,"199",29.9,"49","0.167","0.25","0.191",39.6,34.7,22.7,"0.198","0.254","0.207",38.7
"Soroka, Michael",647336,"AZ","FF","4-Seam Fastball",-1,-2,"204",37.3,"49","0.326","0.465","0.387",15.6,28.6,20.9,"0.271","0.459","0.359",51.7
"Messick, Parker",800048,"CLE","CH","Changeup",1.5,2,"141",22.7,"48","0.196","0.261","0.22",47.1,52.1,34.2,"0.199","0.249","0.215",19
"Early, Connelly",813349,"BOS","FF","4-Seam Fastball",0.1,0,"209",33.9,"48","0.233","0.465","0.335",22.2,18.8,15.8,"0.253","0.601","0.394",52.9
"Ashcraft, Braxton",677952,"PIT","CU","Curveball",2.6,5,"172",28.5,"48","0.104","0.25","0.166",46.2,52.1,36.8,"0.15","0.276","0.181",34.8
"Kay, Anthony",641743,"CWS","FF","4-Seam Fastball",-2.5,-5,"183",30.1,"48","0.39","0.707","0.484",12.5,12.5,9.8,"0.39","0.661","0.49",50
"Skubal, Tarik",669373,"DET","CH","Changeup",2.6,4,"161",25.7,"48","0.149","0.234","0.194",49.5,39.6,26.8,"0.188","0.234","0.194",25
"Patrick, Chad",694477,"MIL","FC","Cutter",2.1,4,"211",39.6,"48","0.178","0.2","0.201",30.5,18.8,23.1,"0.235","0.304","0.262",36.1
"Mayza, Tim",641835,"PHI","SI","Sinker",1.5,3,"191",65,"48","0.19","0.286","0.286",22.6,20.8,23.8,"0.2","0.297","0.274",43.8
"Manaea, Sean",640455,"NYM","FF","4-Seam Fastball",-0.6,-1,"176",41.9,"48","0.279","0.512","0.373",18.2,27.1,18.8,"0.295","0.537","0.389",50
"Ferrer, Jose A.",678606,"SEA","SI","Sinker",1.1,2,"166",61.7,"48","0.341","0.386","0.347",18,12.5,20,"0.22","0.258","0.239",30.8
"Hicks, Jordan",663855,"CWS","SI","Sinker",-1.3,-2,"158",67.8,"48","0.316","0.421","0.413",5.7,10.4,14.3,"0.259","0.299","0.325",32.4
"Stanek, Ryne",592773,"STL","FF","4-Seam Fastball",-1,-2,"177",51.2,"48","0.342","0.447","0.42",27.2,22.9,18,"0.251","0.39","0.362",51.9
"Phillips, Connor",683175,"CIN","ST","Sweeper",0.9,2,"177",51.8,"47","0.108","0.216","0.256",36.6,25.5,20.3,"0.183","0.317","0.316",36
"Valdez, Framber",664285,"DET","CU","Curveball",0.7,1,"195",30.8,"47","0.146","0.244","0.259",35.2,31.9,16.1,"0.184","0.235","0.248",23.1
"Williams, Gavin",668909,"CLE","FF","4-Seam Fastball",-0.1,0,"183",28.5,"47","0.139","0.333","0.314",28.9,25.5,21.8,"0.216","0.475","0.386",50
"Alcantara, Sandy",645261,"MIA","CH","Changeup",1.2,2,"157",23.4,"47","0.178","0.289","0.24",37.3,23.4,22.4,"0.225","0.287","0.243",32.4
"Woo, Bryan",693433,"SEA","SI","Sinker",-2.5,-3,"120",21.2,"46","0.317","0.561","0.414",7.1,10.9,17.9,"0.316","0.552","0.398",56.8
"Rogers, Tyler",643511,"TOR","SI","Sinker",5.5,8,"151",76.3,"46","0.114","0.114","0.139",11.9,15.2,18.9,"0.175","0.194","0.175",15.8
"Griffin, Foster",656492,"WSH","FC","Cutter",1.3,2,"192",30.1,"46","0.279","0.488","0.343",19.4,15.2,22.6,"0.276","0.523","0.354",45.9
"Weathers, Ryan",677960,"NYY","FF","4-Seam Fastball",-0.8,-2,"197",31.3,"46","0.262","0.595","0.387",21.9,23.9,18.3,"0.301","0.737","0.454",61.3
"Elder, Bryce",693821,"ATL","SI","Sinker",1.5,2,"138",22.7,"46","0.238","0.333","0.308",17.5,26.1,37.5,"0.271","0.399","0.323",50
"O'Brien, Riley",676617,"STL","SI","Sinker",3,4,"149",58,"46","0.289","0.289","0.27",23.4,19.6,23.1,"0.237","0.291","0.24",33.3
"Hurter, Brant",676428,"DET","SI","Sinker",3.1,5,"146",61.3,"46","0.122","0.195","0.207",9,6.5,10.7,"0.261","0.381","0.323",38.5
"Sasaki, Roki",808963,"LAD","FS","Split-Finger",-0.2,-1,"204",37.6,"46","0.182","0.364","0.25",36.6,32.6,18.1,"0.202","0.368","0.262",27.6
"Schlittler, Cam",693645,"NYY","SI","Sinker",1.1,1,"141",20.4,"46","0.205","0.318","0.265",17.3,26.1,22.2,"0.236","0.399","0.289",37.5
"Woods Richardson, Simeon",680573,"MIN","FS","Split-Finger",-5.9,-10,"172",29.1,"46","0.35","0.625","0.491",18.7,13,8.7,"0.298","0.534","0.399",38.2
"Soroka, Michael",647336,"AZ","SV","Slurve",0,0,"168",30.7,"46","0.262","0.333","0.299",28.7,34.8,21.1,"0.283","0.383","0.324",46.2
"Ashcraft, Braxton",677952,"PIT","FF","4-Seam Fastball",1.1,2,"194",32.1,"46","0.205","0.41","0.301",18.8,17.4,19.5,"0.172","0.357","0.286",33.3
"Peralta, Freddy",642547,"NYM","CH","Changeup",2.2,3,"151",23.2,"46","0.15","0.15","0.218",29.1,23.9,20.4,"0.209","0.239","0.253",20
"Bachman, Sam",696147,"LAA","SL","Slider",3.2,5,"153",57.3,"45","0.146","0.244","0.219",39.7,31.1,36.8,"0.186","0.289","0.249",25.9
"Kinley, Tyler",641755,"ATL","SL","Slider",0.7,1,"189",69,"45","0.184","0.289","0.281",29.9,26.7,23.5,"0.192","0.258","0.273",23.1
"Okert, Steven",595345,"HOU","SL","Slider",-0.2,0,"172",67.2,"45","0.256","0.41","0.324",28.4,15.6,13.2,"0.254","0.518","0.356",17.6
"Schlittler, Cam",693645,"NYY","FC","Cutter",4,7,"177",25.6,"45","0.098","0.098","0.15",25.2,22.2,20,"0.186","0.27","0.232",28.1
"Skenes, Paul",694973,"PIT","FF","4-Seam Fastball",1.5,3,"192",35,"45","0.122","0.341","0.236",26.5,37.8,25.8,"0.171","0.389","0.277",37.5
"Martin, Davis",663436,"CWS","FF","4-Seam Fastball",-1,-2,"166",26.4,"45","0.341","0.39","0.358",24.1,24.4,21.2,"0.308","0.442","0.356",26.7
"Kikuchi, Yusei",579328,"LAA","FF","4-Seam Fastball",-2.1,-4,"187",33,"45","0.349","0.488","0.362",19.8,20,13.4,"0.283","0.414","0.304",48.6
"Rocker, Kumar",677958,"TEX","SL","Slider",0.3,0,"174",36.6,"45","0.209","0.326","0.257",30,33.3,21.1,"0.222","0.359","0.266",42.9
"Martinez, Nick",607259,"TB","CH","Changeup",3,5,"161",27.4,"45","0.119","0.143","0.142",33.3,22.2,15.6,"0.163","0.204","0.184",12.1
"Severino, Luis",622663,"ATH","SI","Sinker",-1.3,-2,"147",22.1,"45","0.282","0.564","0.416",18.4,15.6,17.1,"0.326","0.615","0.435",54.5
"Lopez, Jacob",682052,"ATH","FF","4-Seam Fastball",-1.6,-3,"193",33.8,"45","0.316","0.553","0.399",16.3,13.3,14,"0.164","0.241","0.231",35.3
"Santillan, Tony",663574,"CIN","FF","4-Seam Fastball",-0.7,-1,"135",61.6,"44","0.243","0.405","0.345",23.9,25,27.5,"0.237","0.415","0.343",46.2
"Burrows, Mike",681347,"HOU","CH","Changeup",0.5,1,"162",25.5,"44","0.205","0.256","0.259",37.3,27.3,23.5,"0.166","0.231","0.231",25.9
"Civale, Aaron",650644,"ATH","FC","Cutter",2.1,4,"201",32.5,"44","0.231","0.282","0.28",23.1,13.6,12.2,"0.231","0.356","0.303",48.5
"Lopez, Jacob",682052,"ATH","SL","Slider",0.9,1,"153",26.8,"44","0.179","0.256","0.248",23.9,25,21.6,"0.145","0.221","0.218",21.4
"Baz, Shane",669358,"BAL","FC","Cutter",3.7,5,"138",20.7,"44","0.154","0.282","0.243",22.7,18.2,27.6,"0.203","0.302","0.272",29
"Warren, Will",701542,"NYY","SI","Sinker",2,3,"154",25,"44","0.22","0.293","0.257",19.7,27.3,30,"0.232","0.337","0.277",44.8
"Leahy, Kyle",681517,"STL","SI","Sinker",-1.9,-2,"94",15.8,"44","0.314","0.429","0.422",6,9.1,10.3,"0.341","0.53","0.439",48.4
"Assad, Javier",665871,"CHC","SI","Sinker",-2.1,-3,"136",42.4,"44","0.375","0.55","0.405",8.1,9.1,15.4,"0.359","0.526","0.401",57.9
"Leahy, Kyle",681517,"STL","FF","4-Seam Fastball",-1.4,-3,"188",31.6,"44","0.366","0.659","0.453",12.7,13.6,18.8,"0.325","0.54","0.392",68.6
"Brown, Ben",676962,"CHC","CU","Curveball",2.7,4,"139",34.7,"44","0.15","0.2","0.186",40,31.8,25.5,"0.218","0.306","0.278",40.7
"Liberatore, Matthew",669461,"STL","SL","Slider",-2.4,-4,"155",26.1,"44","0.25","0.55","0.357",35,34.1,23.4,"0.253","0.535","0.344",48.1
"Pallante, Andre",669467,"STL","SL","Slider",3.2,5,"141",26.2,"44","0.122","0.244","0.211",40.6,36.4,32,"0.157","0.311","0.232",44
"Pagán, Emilio",641941,"CIN","FF","4-Seam Fastball",-1.1,-1,"135",59.2,"44","0.216","0.459","0.333",17.6,15.9,20.6,"0.241","0.49","0.354",64.5
"Ray, Robbie",592662,"SF","SL","Slider",0.2,0,"218",32.1,"44","0.231","0.41","0.322",39,31.8,18.2,"0.245","0.512","0.362",32
"Messick, Parker",800048,"CLE","FF","4-Seam Fastball",2.8,6,"198",31.9,"44","0.146","0.244","0.203",19.1,29.5,21.7,"0.176","0.291","0.234",28.6
"Meyer, Max",676974,"MIA","ST","Sweeper",1.2,2,"154",26.1,"43","0.179","0.231","0.228",37.8,39.5,23.9,"0.199","0.33","0.27",31.8
"King, Michael",650633,"SD","SI","Sinker",-0.5,-1,"178",27.6,"43","0.229","0.457","0.386",15.1,20.9,22,"0.309","0.596","0.442",50
"Cantillo, Joey",676282,"CLE","CH","Changeup",1,1,"151",25.6,"43","0.158","0.316","0.246",43.8,41.9,38.3,"0.172","0.262","0.235",28.6
"Latz, Jacob",656641,"TEX","FF","4-Seam Fastball",4.8,7,"139",51.7,"43","0.1","0.15","0.17",15.3,18.6,18.6,"0.147","0.238","0.202",46.9
"Gilbert, Logan",669302,"SEA","SL","Slider",-0.9,-1,"148",20.2,"43","0.289","0.632","0.405",37.3,20.9,21.4,"0.321","0.581","0.404",63.3
"Quintana, Jose",500779,"COL","FF","4-Seam Fastball",1.9,2,"131",31.7,"42","0.176","0.353","0.281",24.3,14.3,15.8,"0.229","0.375","0.309",36.7
"Blubaugh, AJ",805123,"HOU","FF","4-Seam Fastball",-1.9,-3,"171",43.5,"42","0.25","0.625","0.425",24.4,23.8,15.4,"0.258","0.55","0.419",47.8
"Mize, Casey",663554,"DET","FS","Split-Finger",2.3,3,"139",29.4,"42","0.125","0.175","0.179",34.7,38.1,29.1,"0.148","0.194","0.174",20.8
"Montero, Keider",672456,"DET","FF","4-Seam Fastball",1,2,"160",33,"42","0.231","0.41","0.302",13.2,11.9,10.9,"0.245","0.441","0.322",50
"Kirby, George",669923,"SEA","ST","Sweeper",0.3,0,"148",23.1,"42","0.275","0.35","0.295",30.8,31,21.7,"0.205","0.28","0.233",22.2
"Severino, Luis",622663,"ATH","ST","Sweeper",0.3,0,"169",25.4,"42","0.2","0.229","0.275",23.5,33.3,20.3,"0.156","0.201","0.246",42.9
"Keller, Mitch",656605,"PIT","ST","Sweeper",-0.6,-1,"125",20.3,"42","0.162","0.27","0.23",24.1,26.2,18,"0.193","0.27","0.246",25.9
"Fried, Max",608331,"NYY","FC","Cutter",3.1,5,"161",21.1,"42","0.189","0.189","0.233",22.4,19,26.7,"0.177","0.229","0.238",41.4
"Springs, Jeffrey",605488,"ATH","SL","Slider",0.1,0,"152",24.8,"42","0.263","0.553","0.36",32.4,21.4,30,"0.268","0.566","0.379",43.3
"Williams, Gavin",668909,"CLE","ST","Sweeper",1.4,2,"177",27.6,"42","0.108","0.216","0.225",46.3,40.5,27.4,"0.15","0.207","0.219",30
"Cecconi, Slade",677944,"CLE","FC","Cutter",0.8,1,"155",25.7,"42","0.243","0.297","0.3",18.2,14.3,17.6,"0.224","0.284","0.279",19.4
"Soriano, José",667755,"LAA","CU","Curveball",1.6,3,"186",24.7,"41","0.205","0.282","0.225",48.3,51.2,30.4,"0.219","0.301","0.236",26.3
"Yamamoto, Yoshinobu",808967,"LAD","FF","4-Seam Fastball",0.5,1,"167",25.1,"41","0.222","0.472","0.34",24.4,19.5,17,"0.318","0.685","0.456",57.1
"McGreevy, Michael",700241,"STL","FF","4-Seam Fastball",-0.1,0,"157",25.5,"41","0.225","0.4","0.277",8.9,12.2,10.4,"0.331","0.664","0.426",42.9
"Montgomery, Mason",682254,"PIT","FF","4-Seam Fastball",1.6,3,"155",66.2,"41","0.2","0.257","0.273",29.8,34.1,33.3,"0.226","0.34","0.31",47.6
"Glasnow, Tyler",607192,"LAD","FF","4-Seam Fastball",-1.1,-2,"170",29.3,"41","0.297","0.649","0.407",11.9,14.6,14,"0.312","0.57","0.389",46.9
"Gil, Luis",661563,"NYY","FF","4-Seam Fastball",-1.1,-2,"152",45.1,"41","0.278","0.583","0.402",9.5,4.9,4.9,"0.297","0.554","0.402",50
"Hill, Tim",657612,"NYY","SI","Sinker",5.8,7,"124",80.5,"41","0.103","0.103","0.122",13.4,9.8,12.9,"0.226","0.266","0.241",51.4
"Mejia, Juan",675848,"COL","FF","4-Seam Fastball",-1,-1,"150",45.5,"41","0.351","0.432","0.38",21.3,24.4,16.4,"0.329","0.507","0.39",55.6
